,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203901.0,00,0.0,241.0,194.0,29.6,4.4,9.9,0.447,0.3,1.2,0.288,1.6,2.6,0.61,1.1,3.0,4.2,6.5,1.3,0.3,2.4,2.2,10.8
0,1627780.0,00,0.0,7.0,0.0,14.7,1.1,3.3,0.348,0.1,1.4,0.1,0.4,0.7,0.6,0.0,1.7,1.7,1.9,0.4,0.6,1.4,1.4,2.9
0,1628409.0,00,0.0,2.0,0.0,7.2,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.0,0.0,0.5,1.5
0,203486.0,00,0.0,328.0,213.0,22.7,3.4,6.1,0.56,0.0,0.0,0.0,2.1,3.6,0.58,2.0,4.4,6.4,2.0,0.8,0.9,1.5,2.7,8.9
0,203101.0,00,0.0,273.0,133.0,16.7,2.2,4.2,0.53,0.0,0.0,0.0,0.6,1.0,0.564,1.7,3.1,4.7,0.4,0.5,0.8,0.9,1.6,5.1
0,1627751.0,00,0.0,65.0,4.0,12.5,1.6,2.6,0.605,0.0,0.0,0.0,0.6,1.1,0.514,1.7,1.9,3.6,0.3,0.4,0.5,0.6,2.1,3.7
0,202347.0,00,0.0,288.0,47.0,17.9,1.9,4.4,0.424,0.7,2.0,0.361,0.8,1.0,0.739,0.7,1.4,2.0,0.8,0.4,0.2,0.6,1.5,5.2
0,203490.0,00,0.0,277.0,177.0,25.3,3.7,7.7,0.486,1.1,2.8,0.396,1.0,1.3,0.773,1.2,3.4,4.5,1.2,1.1,0.4,0.7,1.8,9.6
0,1626171.0,00,0.0,129.0,17.0,16.9,3.0,6.6,0.457,0.4,1.2,0.338,0.8,1.1,0.707,1.6,3.5,5.1,0.7,0.3,0.3,0.8,1.5,7.2
0,204001.0,00,0.0,149.0,148.0,30.7,6.3,14.1,0.445,1.4,4.1,0.353,3.1,3.9,0.815,1.7,5.5,7.3,1.4,0.7,1.9,1.8,3.2,17.2
0,203939.0,00,0.0,188.0,5.0,14.8,2.1,4.2,0.49,0.2,0.7,0.256,1.3,1.7,0.749,1.1,2.5,3.6,0.6,0.6,0.4,0.5,1.7,5.6
0,1626181.0,00,0.0,136.0,53.0,17.3,2.6,6.0,0.438,0.8,2.2,0.346,1.4,1.7,0.8,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.6,7.4
0,1627816.0,00,0.0,12.0,1.0,14.4,2.3,4.7,0.482,0.7,1.8,0.381,0.7,0.8,0.8,0.9,1.8,2.7,0.4,0.3,0.2,0.3,1.3,5.8
0,1627752.0,00,0.0,72.0,23.0,19.3,2.6,6.2,0.411,0.8,2.1,0.364,1.2,1.6,0.779,0.5,2.6,3.1,1.2,0.8,0.5,1.3,1.8,7.1
0,1627753.0,00,0.0,6.0,0.0,4.9,0.3,1.8,0.182,0.0,1.2,0.0,0.8,1.0,0.833,0.0,1.0,1.0,0.0,0.2,0.2,0.5,0.7,1.5
0,1628397.0,00,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,203944.0,00,0.0,169.0,133.0,27.7,4.7,10.1,0.465,0.2,0.6,0.264,2.6,3.6,0.714,2.0,7.2,9.2,2.5,0.6,0.5,2.1,3.2,12.1
0,2216.0,00,0.0,1067.0,835.0,31.3,6.7,14.2,0.471,0.1,0.6,0.26,3.2,4.2,0.763,3.0,6.3,9.3,1.8,0.7,0.3,2.1,2.4,16.7
0,200755.0,00,0.0,700.0,329.0,25.0,4.0,9.0,0.447,1.9,4.5,0.415,2.1,2.3,0.888,0.2,1.7,1.9,1.9,0.5,0.1,1.1,1.5,12.0
0,203186.0,00,0.0,122.0,7.0,13.1,2.2,3.8,0.585,0.0,0.0,0.4,0.8,1.3,0.567,1.6,2.5,4.1,0.3,0.2,0.7,0.4,1.7,5.2
0,1626196.0,00,0.0,117.0,48.0,26.6,3.1,7.6,0.41,1.2,3.4,0.364,1.0,1.3,0.735,0.5,2.2,2.7,2.0,1.0,0.6,1.1,2.4,8.5
0,1627781.0,00,0.0,29.0,0.0,9.8,1.4,3.3,0.423,0.5,1.4,0.366,0.7,0.9,0.808,0.1,0.9,1.0,0.5,0.3,0.0,0.4,1.1,4.1
0,203085.0,00,0.0,359.0,81.0,22.9,3.2,7.7,0.417,0.8,2.4,0.354,1.3,2.1,0.649,0.3,1.6,2.0,2.2,0.7,0.1,1.1,2.1,8.6
0,203460.0,00,0.0,268.0,242.0,22.0,1.9,4.0,0.471,0.4,1.5,0.26,0.4,0.8,0.493,1.1,2.8,3.9,0.8,0.8,0.6,0.6,2.1,4.5
0,203922.0,00,0.0,149.0,32.0,14.7,1.7,3.7,0.448,0.5,1.2,0.376,0.7,0.9,0.698,0.6,1.8,2.4,0.6,0.4,0.2,0.4,0.7,4.4
0,200765.0,00,0.0,714.0,634.0,32.3,4.5,9.6,0.463,0.3,1.1,0.304,1.4,2.3,0.606,1.1,3.8,4.9,8.5,1.8,0.1,2.9,2.3,10.7
0,201565.0,00,0.0,477.0,476.0,34.5,7.5,16.7,0.451,0.8,2.6,0.297,3.5,4.3,0.821,0.9,2.8,3.7,5.9,0.8,0.4,2.8,1.4,19.4
0,203082.0,00,0.0,400.0,169.0,23.9,3.6,8.6,0.42,1.7,4.4,0.372,0.7,0.9,0.797,0.4,2.3,2.6,1.0,0.8,0.3,0.8,1.8,9.6
0,1626179.0,00,0.0,126.0,0.0,15.0,1.8,5.1,0.35,0.7,2.1,0.309,0.6,0.8,0.788,0.6,2.3,2.8,1.6,0.5,0.1,0.6,0.9,4.8
0,201937.0,00,0.0,366.0,346.0,31.8,3.3,8.7,0.376,0.7,2.2,0.313,3.3,3.9,0.834,0.7,3.5,4.2,8.4,2.1,0.1,2.8,2.6,10.5
0,1626156.0,00,0.0,155.0,120.0,28.4,5.4,13.1,0.413,1.8,5.3,0.348,2.1,2.8,0.748,0.6,3.0,3.6,4.1,1.2,0.2,2.7,1.9,14.8
0,1627734.0,00,0.0,92.0,74.0,20.9,2.7,6.2,0.434,0.6,1.8,0.319,0.8,1.2,0.667,0.8,3.5,4.3,1.2,0.4,0.4,1.2,2.6,6.8
0,203960.0,00,0.0,149.0,72.0,15.5,1.9,4.5,0.432,0.3,1.3,0.236,1.0,1.5,0.665,0.6,1.8,2.4,0.8,0.4,0.4,1.0,1.9,5.1
0,203967.0,00,0.0,93.0,43.0,26.2,4.6,11.2,0.411,1.4,4.3,0.325,2.0,2.5,0.779,1.4,4.8,6.2,2.2,0.6,0.4,2.2,2.0,12.5
0,203107.0,00,0.0,64.0,3.0,12.5,1.0,2.6,0.409,0.2,0.7,0.256,0.4,0.6,0.659,0.5,1.0,1.4,1.6,0.4,0.1,0.6,1.1,2.7
0,203471.0,00,0.0,296.0,105.0,22.4,4.5,10.3,0.434,0.9,2.6,0.332,1.9,2.4,0.822,0.4,2.0,2.4,4.5,0.8,0.1,2.3,1.7,11.7
0,203118.0,00,0.0,293.0,7.0,15.5,2.7,5.9,0.461,0.7,2.0,0.337,0.9,1.2,0.787,0.7,2.3,3.0,0.9,0.3,0.1,0.7,1.3,7.1
0,200757.0,00,0.0,753.0,468.0,23.2,2.3,5.1,0.447,0.6,1.7,0.345,0.8,1.1,0.735,0.8,3.1,3.9,1.5,1.1,0.5,0.9,1.7,6.0
0,1627782.0,00,0.0,15.0,5.0,16.0,1.8,4.1,0.443,0.5,1.9,0.276,0.9,1.5,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.2,5.1
0,201196.0,00,0.0,667.0,146.0,23.7,3.6,8.2,0.436,0.3,1.0,0.315,3.1,3.9,0.791,0.5,2.2,2.7,4.1,0.7,0.1,1.7,1.4,10.5
0,202697.0,00,0.0,379.0,202.0,25.5,2.7,6.9,0.398,1.0,3.0,0.34,0.9,1.2,0.764,0.7,2.7,3.4,1.9,1.2,0.2,1.2,2.4,7.4
0,1627783.0,00,0.0,65.0,41.0,15.8,2.1,4.1,0.517,0.1,0.4,0.25,0.4,0.7,0.578,1.1,2.4,3.5,0.4,0.5,0.7,0.6,1.9,4.7
0,1627732.0,00,0.0,12.0,12.0,34.1,7.1,14.6,0.486,0.0,0.5,0.0,3.3,5.4,0.6,2.0,7.0,9.0,7.8,1.8,0.8,3.8,2.6,17.4
0,203613.0,00,0.0,146.0,11.0,17.3,2.5,5.5,0.462,0.4,1.2,0.335,1.5,1.9,0.75,0.3,1.7,2.0,1.4,0.6,0.2,1.1,1.9,6.9
0,202713.0,00,0.0,344.0,172.0,22.5,2.4,5.8,0.419,0.9,2.4,0.362,1.0,1.2,0.793,0.9,2.0,3.0,0.8,0.6,0.3,0.8,2.1,6.7
0,203935.0,00,0.0,218.0,73.0,28.5,3.0,8.6,0.354,1.2,4.1,0.291,2.0,2.6,0.759,1.1,2.8,3.8,3.8,1.5,0.3,1.6,2.6,9.3
0,202397.0,00,0.0,416.0,107.0,17.9,2.8,6.8,0.416,0.3,1.0,0.284,0.7,1.0,0.662,0.3,1.9,2.3,3.7,0.7,0.2,1.3,1.1,6.6
0,2747.0,00,0.0,893.0,340.0,27.0,4.6,11.1,0.42,2.0,5.4,0.373,1.6,2.2,0.733,0.5,2.7,3.2,2.2,1.0,0.2,1.4,2.3,12.9
0,201160.0,00,0.0,569.0,103.0,16.9,2.7,5.6,0.471,0.1,0.4,0.353,0.9,1.2,0.779,1.1,2.4,3.5,0.7,0.4,0.7,0.8,2.2,6.4
0,2746.0,00,0.0,894.0,772.0,32.4,5.7,12.6,0.452,0.5,1.8,0.285,2.6,4.2,0.632,1.9,5.5,7.4,3.1,1.2,1.9,2.5,2.8,14.5
0,1628372.0,00,0.0,11.0,11.0,28.4,5.8,14.3,0.408,1.4,4.6,0.294,1.8,3.0,0.606,0.7,3.0,3.7,5.1,0.9,0.3,3.2,1.5,14.8
0,203503.0,00,0.0,305.0,159.0,21.9,2.3,5.4,0.421,1.2,3.0,0.378,0.5,0.6,0.818,0.3,2.2,2.5,1.0,0.5,0.2,0.7,1.4,6.3
0,201578.0,00,0.0,662.0,75.0,15.2,3.1,6.7,0.464,0.2,0.7,0.356,1.4,1.8,0.799,1.4,2.8,4.2,0.6,0.3,0.5,0.9,2.2,7.9
0,203917.0,00,0.0,229.0,63.0,22.5,2.5,6.4,0.386,1.2,3.6,0.343,1.2,1.5,0.808,0.2,1.9,2.2,1.7,0.5,0.3,1.2,1.5,7.4
0,202362.0,00,0.0,371.0,189.0,24.7,3.5,7.7,0.447,0.6,1.9,0.302,1.1,1.6,0.681,0.7,3.5,4.1,3.0,0.7,0.1,1.7,1.9,8.6
0,202933.0,00,0.0,49.0,2.0,7.1,0.5,1.1,0.444,0.1,0.5,0.261,0.3,0.4,0.722,0.2,0.9,1.1,1.1,0.3,0.1,0.4,0.8,1.4
0,1628403.0,00,0.0,8.0,0.0,11.0,1.3,3.9,0.323,0.1,0.5,0.25,0.8,1.0,0.75,1.3,2.1,3.4,0.9,0.4,0.1,0.9,1.8,3.4
0,1628369.0,00,0.0,13.0,13.0,29.8,4.5,8.9,0.5,1.5,2.9,0.5,3.3,4.0,0.827,1.1,4.6,5.7,1.8,0.7,0.8,1.7,2.4,13.7
0,1627819.0,00,0.0,15.0,0.0,14.9,1.7,4.0,0.417,0.1,0.7,0.2,1.1,1.5,0.727,0.1,0.9,1.1,1.9,0.5,0.3,0.8,1.3,4.5
0,201952.0,00,0.0,612.0,477.0,27.1,4.5,10.0,0.446,0.9,2.4,0.356,2.8,3.3,0.843,0.3,2.1,2.4,5.6,1.2,0.3,2.3,1.9,12.6
0,203141.0,00,0.0,324.0,14.0,17.8,2.9,7.1,0.406,1.7,4.5,0.371,0.7,1.0,0.755,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1
0,202066.0,00,0.0,385.0,126.0,18.3,1.8,4.5,0.401,0.7,2.1,0.349,0.8,1.1,0.717,0.4,1.6,2.0,1.6,0.8,0.3,0.9,1.7,5.1
0,1628462.0,00,0.0,2.0,2.0,16.0,2.0,6.0,0.333,1.5,3.5,0.429,0.0,0.0,0.0,0.0,0.5,0.5,4.0,0.0,0.5,1.5,1.5,5.5
0,1891.0,00,0.0,1363.0,675.0,30.3,5.0,11.3,0.444,1.6,4.3,0.38,2.0,2.4,0.845,0.4,2.0,2.4,3.9,1.1,0.2,1.8,1.9,13.7
0,1628464.0,00,0.0,12.0,1.0,13.9,2.0,3.3,0.6,0.2,0.5,0.333,0.9,1.2,0.786,1.7,2.3,4.0,0.4,0.3,0.8,1.3,3.1,5.1
0,202738.0,00,0.0,441.0,309.0,30.0,6.2,13.9,0.443,2.0,5.4,0.367,4.8,5.5,0.876,0.6,2.0,2.6,5.2,1.0,0.1,2.3,2.2,19.1
0,202498.0,00,0.0,282.0,76.0,18.5,2.0,4.8,0.427,0.3,0.8,0.412,1.1,1.4,0.798,0.8,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.5
0,202691.0,00,0.0,477.0,440.0,32.7,7.1,15.6,0.455,2.9,6.9,0.42,2.0,2.4,0.852,0.4,2.9,3.4,2.3,0.9,0.5,1.7,2.2,19.1
0,202684.0,00,0.0,474.0,321.0,28.6,3.7,7.1,0.515,0.0,0.0,0.0,2.0,3.2,0.61,3.4,5.2,8.6,0.8,0.5,0.8,1.1,2.4,9.3
0,1628414.0,00,0.0,12.0,2.0,13.8,1.6,3.5,0.452,0.3,0.8,0.333,1.2,1.7,0.7,0.6,0.5,1.1,0.7,0.7,0.4,0.9,2.3,4.6
0,201229.0,00,0.0,529.0,78.0,19.9,2.1,5.0,0.413,1.1,3.1,0.36,0.9,1.2,0.764,0.9,2.7,3.5,0.9,0.4,0.3,0.6,1.6,6.2
0,1626157.0,00,0.0,176.0,176.0,34.4,8.6,16.0,0.541,0.8,2.3,0.356,3.6,4.3,0.827,3.2,8.2,11.4,2.2,0.7,1.5,2.4,3.0,21.7
0,200782.0,00,0.0,431.0,290.0,27.9,2.8,6.5,0.431,0.8,2.2,0.35,1.2,1.6,0.751,1.7,4.1,5.7,1.5,1.2,0.3,1.1,2.3,7.6
0,202323.0,00,0.0,546.0,254.0,28.2,4.2,9.8,0.431,0.4,1.4,0.297,1.7,2.1,0.783,0.6,4.4,5.0,3.7,0.8,0.3,1.9,2.1,10.5
0,1626167.0,00,0.0,147.0,116.0,27.7,5.0,10.0,0.504,0.3,1.0,0.338,2.4,3.0,0.783,1.5,5.2,6.6,1.0,0.7,1.9,1.2,3.0,12.8
0,202327.0,00,0.0,283.0,52.0,16.7,1.5,3.4,0.429,0.0,0.0,0.0,0.9,1.3,0.719,1.3,1.8,3.1,0.7,0.5,1.2,0.7,2.1,3.9
0,1627755.0,00,0.0,74.0,16.0,18.8,2.9,7.2,0.406,0.3,1.3,0.24,1.0,1.3,0.787,0.3,1.2,1.5,3.7,0.8,0.1,1.3,1.3,7.2
0,202685.0,00,0.0,370.0,364.0,26.0,4.5,8.1,0.556,0.0,0.0,0.333,2.5,3.2,0.781,2.7,5.8,8.5,0.7,0.4,1.1,1.4,2.9,11.4
0,1627756.0,00,0.0,68.0,1.0,18.6,2.1,5.9,0.357,1.4,4.0,0.357,0.3,0.3,0.81,0.2,2.7,2.9,1.3,0.6,0.1,0.9,1.5,5.9
0,1627832.0,00,0.0,48.0,0.0,9.0,1.1,3.3,0.338,0.3,1.0,0.304,0.5,0.6,0.867,0.1,1.0,1.1,1.1,0.5,0.1,0.5,1.0,3.1
0,1626173.0,00,0.0,117.0,8.0,12.9,1.2,3.8,0.332,0.6,2.0,0.311,0.1,0.2,0.7,0.1,1.1,1.2,0.6,0.4,0.2,0.4,0.9,3.2
0,203943.0,00,0.0,182.0,101.0,15.3,1.5,3.5,0.443,0.1,0.4,0.291,0.7,1.0,0.682,1.4,3.0,4.4,0.4,0.3,0.4,0.7,1.8,3.9
0,202696.0,00,0.0,412.0,351.0,29.9,6.5,13.0,0.503,0.1,0.4,0.335,1.5,2.1,0.72,2.8,7.0,9.8,2.1,0.8,0.9,1.7,2.7,14.7
0,2548.0,00,0.0,927.0,907.0,35.2,8.4,17.3,0.484,0.5,1.6,0.286,5.9,7.6,0.768,1.2,3.5,4.8,5.6,1.6,0.9,3.3,2.3,23.1
0,203079.0,00,0.0,345.0,163.0,28.7,5.1,12.4,0.414,1.2,3.5,0.345,1.9,2.7,0.7,0.4,2.2,2.7,2.7,1.0,0.3,1.9,2.0,13.3
0,202689.0,00,0.0,455.0,410.0,33.9,6.4,15.6,0.412,1.8,5.1,0.351,3.8,4.6,0.83,0.6,3.2,3.8,5.4,1.4,0.4,2.1,1.5,18.5
0,202322.0,00,0.0,511.0,499.0,36.0,6.8,15.8,0.433,0.9,2.7,0.319,4.4,5.5,0.789,0.6,3.8,4.4,9.2,1.7,0.7,3.8,2.3,18.9
0,1628476.0,00,0.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,203933.0,00,0.0,167.0,78.0,24.8,5.0,10.1,0.502,0.4,1.2,0.293,1.3,1.8,0.745,1.5,2.4,3.9,0.9,0.8,0.5,0.8,2.1,11.8
0,1627362.0,00,0.0,27.0,4.0,13.8,1.4,3.7,0.394,0.0,0.6,0.067,0.5,0.7,0.7,0.6,1.3,1.9,1.6,0.8,0.1,0.6,1.0,3.4
0,2561.0,00,0.0,973.0,742.0,29.1,5.7,11.5,0.493,0.1,0.2,0.27,2.6,3.2,0.818,1.8,4.8,6.6,2.2,0.7,0.8,1.6,2.4,14.0
0,201566.0,00,0.0,680.0,663.0,34.1,7.8,18.1,0.433,1.1,3.4,0.313,5.9,7.2,0.82,1.7,4.6,6.3,8.0,1.7,0.3,3.9,2.4,22.6
0,1628401.0,00,0.0,4.0,0.0,5.2,0.0,0.5,0.0,0.0,0.0,0.0,0.3,1.0,0.25,0.5,1.0,1.5,0.5,0.3,0.3,0.0,0.3,0.3
0,1627855.0,00,0.0,41.0,4.0,13.4,1.0,2.5,0.388,0.4,1.1,0.356,0.5,0.6,0.88,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.4,2.9
0,1627785.0,00,0.0,76.0,26.0,22.1,2.8,6.9,0.4,0.6,2.0,0.298,1.2,1.5,0.795,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.3,7.3
0,202355.0,00,0.0,224.0,159.0,27.2,5.6,9.6,0.583,0.0,0.0,1.0,2.4,3.9,0.613,3.2,8.3,11.5,0.4,0.6,2.6,1.6,2.6,13.6
0,203952.0,00,0.0,257.0,257.0,36.1,7.4,16.3,0.45,0.8,2.6,0.329,4.8,6.4,0.754,1.4,2.7,4.1,2.1,1.0,0.5,2.2,2.2,20.4
0,203912.0,00,0.0,66.0,0.0,5.7,0.8,2.0,0.37,0.3,0.9,0.333,0.2,0.2,0.813,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,2.0
0,1628451.0,00,0.0,5.0,0.0,6.5,0.2,0.8,0.25,0.2,0.4,0.5,0.2,0.4,0.5,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
0,2863.0,00,0.0,571.0,149.0,19.1,2.3,5.5,0.427,0.4,1.1,0.327,1.2,1.6,0.783,0.8,1.6,2.4,1.4,0.8,0.2,0.9,1.6,6.3
0,1626210.0,00,0.0,57.0,0.0,13.6,2.6,5.1,0.509,0.0,0.0,0.0,1.4,2.2,0.627,1.9,3.9,5.8,0.5,0.5,0.6,0.8,2.5,6.6
0,203710.0,00,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,101150.0,00,0.0,794.0,90.0,23.6,4.1,9.8,0.418,1.2,3.5,0.346,3.4,4.1,0.828,0.4,1.7,2.1,2.9,0.9,0.2,1.5,1.4,12.9
0,101107.0,00,0.0,873.0,686.0,28.9,3.8,8.6,0.444,0.8,2.4,0.354,2.1,2.6,0.807,1.3,4.0,5.3,1.3,0.8,0.5,1.0,2.1,10.6
0,1627786.0,00,0.0,32.0,16.0,17.6,2.3,5.4,0.431,0.6,2.0,0.277,0.7,1.0,0.636,0.5,1.8,2.3,0.8,0.8,0.3,1.0,1.9,5.9
0,1628391.0,00,0.0,4.0,0.0,3.7,0.5,1.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,1.0
0,1626159.0,00,0.0,108.0,27.0,29.1,2.9,7.1,0.405,0.4,1.5,0.262,1.1,1.6,0.659,1.1,4.1,5.2,1.9,1.0,0.3,1.3,2.4,7.2
0,203481.0,00,0.0,202.0,15.0,10.2,1.2,2.3,0.527,0.0,0.0,0.2,0.8,1.1,0.716,0.9,1.6,2.5,0.3,0.3,0.8,0.4,1.1,3.3
0,203489.0,00,0.0,79.0,31.0,19.7,2.4,5.6,0.426,0.2,0.9,0.261,0.8,1.2,0.635,0.5,1.8,2.3,2.6,0.5,0.2,0.9,1.1,5.8
0,201148.0,00,0.0,412.0,61.0,16.4,3.0,4.9,0.608,0.0,0.0,0.0,1.0,1.5,0.676,1.4,2.3,3.7,0.5,0.5,1.0,0.5,1.3,7.1
0,1626153.0,00,0.0,65.0,1.0,14.1,1.7,3.9,0.443,0.4,1.1,0.324,1.4,1.8,0.8,0.5,1.3,1.8,1.8,0.7,0.3,0.9,0.9,5.2
0,1627824.0,00,0.0,6.0,0.0,4.1,0.8,1.8,0.455,0.3,1.0,0.333,0.3,0.3,1.0,0.8,0.7,1.5,0.2,0.0,0.0,0.3,0.8,2.3
0,1626202.0,00,0.0,82.0,0.0,6.9,1.2,3.2,0.37,0.2,0.9,0.211,0.4,0.6,0.745,0.1,0.8,0.9,1.0,0.2,0.0,0.5,0.5,3.0
0,201156.0,00,0.0,648.0,193.0,23.4,4.2,10.0,0.419,1.4,3.8,0.377,2.0,2.4,0.834,0.4,1.7,2.0,1.0,0.6,0.2,1.0,1.9,11.9
0,201152.0,00,0.0,752.0,522.0,30.6,5.9,11.7,0.5,0.4,1.3,0.33,1.5,2.2,0.68,2.0,3.9,5.9,1.5,1.4,0.4,1.4,2.2,13.6
0,203469.0,00,0.0,287.0,166.0,22.8,3.0,5.9,0.499,0.0,0.0,0.154,2.1,2.9,0.73,1.8,3.9,5.7,1.3,0.7,0.8,1.0,2.6,8.0
0,203092.0,00,0.0,346.0,131.0,17.8,2.8,5.6,0.502,0.0,0.0,0.0,1.4,1.8,0.764,1.5,2.8,4.4,0.9,0.3,0.6,0.9,2.2,7.0
0,1627835.0,00,0.0,54.0,25.0,19.3,2.0,5.1,0.383,0.7,2.2,0.322,0.6,0.8,0.762,0.3,2.7,3.1,0.9,0.4,0.3,1.0,1.7,5.2
0,1627790.0,00,0.0,5.0,0.0,4.3,0.4,1.0,0.4,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.8,1.4,0.0,0.0,0.8,0.2,0.6,1.4
0,1627826.0,00,0.0,40.0,11.0,15.4,3.2,6.1,0.525,0.0,0.1,0.0,0.8,1.2,0.653,1.1,3.0,4.1,0.8,0.4,0.8,0.8,1.7,7.2
